5,Peercoin,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,292,851.02246935. The last known price of Peercoin is 0.74521134 USD and is up 0.84 over the last 24 hours. It is currently trading on 10 active market(s) with $8,338.00 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin
14362,SportsIcon,ICONS,"SportsIcon (ICONS) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SportsIcon has a current supply of 30,000,000 with 0 in circulation. The last known price of SportsIcon is 1.03746572 USD and is down -15.14 over the last 24 hours. It is currently trading on 4 active market(s) with $263,627.67 traded over the last 24 hours. More information can be found at https://sportsicon.com/.",https://sportsicon.com/,https://t.me/sportsiconchat
14379,Mars Inu,MARSINU,"Mars Inu (MARSINU) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Mars Inu has a current supply of 0. The last known price of Mars Inu is 0 USD and is down -8.11 over the last 24 hours. It is currently trading on 3 active market(s) with $135,051.56 traded over the last 24 hours. More information can be found at https://marsinu.com.",https://marsinu.com,https://t.me/MarsInuBsc
14386,Shira inu,SHR,"Shira inu (SHR) is a cryptocurrency and operates on the Ethereum platform. Shira inu has a current supply of 1,000,000,000,000,000,000 with 0 in circulation. The last known price of Shira inu is 0 USD and is up 16.93 over the last 24 hours. It is currently trading on 3 active market(s) with $294,135.02 traded over the last 24 hours. More information can be found at http://shirainu.io/.",http://shirainu.io/,https://t.me/shirainu
14387,ArmzLegends,PROT,"ArmzLegends (PROT) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. ArmzLegends has a current supply of 10,000,000 with 0 in circulation. The last known price of ArmzLegends is 0.03280169 USD and is down -15.06 over the last 24 hours. It is currently trading on 4 active market(s) with $250,316.24 traded over the last 24 hours. More information can be found at https://armzlegends.com/.",https://armzlegends.com/,https://t.me/Armzlegends_Chinese
14392,Golden Ball,GLB,"Golden Ball (GLB) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Golden Ball has a current supply of 60,000,000,000 with 0 in circulation. The last known price of Golden Ball is 0.00001804 USD and is up 2.08 over the last 24 hours. It is currently trading on 1 active market(s) with $236,085.07 traded over the last 24 hours. More information can be found at https://www.goldenball.finance.",https://www.goldenball.finance,https://t.me/goldenball_official
14397,Dragon Crypto Aurum,DCAU,"Dragon Crypto Aurum (DCAU) is a cryptocurrency launched in 2021and operates on the Avalanche C-Chain platform. Dragon Crypto Aurum has a current supply of 63,734.298248 with 0 in circulation. The last known price of Dragon Crypto Aurum is 9.33637997 USD and is up 10.29 over the last 24 hours. It is currently trading on 4 active market(s) with $112,082.88 traded over the last 24 hours. More information can be found at https://aurum.dragoncrypto.io/.",https://aurum.dragoncrypto.io/,https://t.me/thedragonslairfarm
14404,Etherconnect,ECC,"Etherconnect (ECC) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Etherconnect has a current supply of 1,000,000,000 with 0 in circulation. The last known price of Etherconnect is 0.00808353 USD and is up 15.88 over the last 24 hours. It is currently trading on 1 active market(s) with $225,291.65 traded over the last 24 hours. More information can be found at https://etherconnect.co/.",https://etherconnect.co/,https://t.me/etherconnectofficial
14407,Dukecoin,DKC,"Dukecoin (DKC) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. Dukecoin has a current supply of 100,000,000 with 0 in circulation. The last known price of Dukecoin is 0.02790121 USD and is up 13.86 over the last 24 hours. It is currently trading on 4 active market(s) with $102,733.17 traded over the last 24 hours. More information can be found at https://dukecoin.co/.",https://dukecoin.co/,https://t.me/dukecoin
14409,Orbit Token,ORBIT,"Orbit Token (ORBIT) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. Orbit Token has a current supply of 10,000,000,000 with 0 in circulation. The last known price of Orbit Token is 0.00021302 USD and is up 70.32 over the last 24 hours. It is currently trading on 2 active market(s) with $117,377.68 traded over the last 24 hours. More information can be found at https://firstonthemoon.io/.",https://firstonthemoon.io/,https://t.me/firstonthemoon
