5,Peercoin,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,292,851.02246935. The last known price of Peercoin is 0.74521134 USD and is up 0.84 over the last 24 hours. It is currently trading on 10 active market(s) with $8,338.00 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin
916,MedicCoin,MEDIC,"MedicCoin (MEDIC) is a cryptocurrency . Users are able to generate MEDIC through the process of mining. MedicCoin has a current supply of 298,349,835.3125 with 298,349,397.5125 in circulation. The last known price of MedicCoin is 0.00004714 USD and is up 3.12 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://mediccoin.com/.",https://mediccoin.com/,https://t.me/mediccoins
977,GravityCoin,GXX,"GravityCoin (GXX) is a cryptocurrency . Users are able to generate GXX through the process of mining. GravityCoin has a current supply of 6,777,402.294365. The last known price of GravityCoin is 0.00424454 USD and is down -22.70 over the last 24 hours. It is currently trading on 1 active market(s) with $27.63 traded over the last 24 hours. More information can be found at http://specialcoins.ovh/.",http://specialcoins.ovh/,https://t.me/privacyfortheworld
1053,Bolivarcoin,BOLI,"Bolivarcoin (BOLI) is a cryptocurrency . Users are able to generate BOLI through the process of mining. Bolivarcoin has a current supply of 16,434,231.24879985. The last known price of Bolivarcoin is 0.00792315 USD and is up 28.25 over the last 24 hours. It is currently trading on 1 active market(s) with $244.45 traded over the last 24 hours. More information can be found at https://bolis.info/.",https://bolis.info/,https://t.me/bolivarcoinEnglish
1082,SIBCoin,SIB,"SIBCoin (SIB) is a cryptocurrency . Users are able to generate SIB through the process of mining. SIBCoin has a current supply of 19,591,130.26666981. The last known price of SIBCoin is 0.02122271 USD and is up 10.42 over the last 24 hours. It is currently trading on 2 active market(s) with $750.39 traded over the last 24 hours. More information can be found at https://sibcoin.com/.",https://sibcoin.com/,https://t.me/sibcoinitaly
1089,ParallelCoin,DUO,"ParallelCoin (DUO) is a cryptocurrency launched in 2014. Users are able to generate DUO through the process of mining. ParallelCoin has a current supply of 314,718.641345. The last known price of ParallelCoin is 0.04509368 USD and is up 449.06 over the last 24 hours. It is currently trading on 4 active market(s) with $0.00 traded over the last 24 hours. More information can be found at http://parallelcoin.info/.",http://parallelcoin.info/,https://t.me/ParallelCoinPlan9
1106,StrongHands,SHND,"StrongHands (SHND) is a cryptocurrency . Users are able to generate SHND through the process of mining. StrongHands has a current supply of 17,846,671,211.186985 with 17,479,477,665.375576 in circulation. The last known price of StrongHands is 0.00002356 USD and is up 4.99 over the last 24 hours. It is currently trading on 5 active market(s) with $18.94 traded over the last 24 hours. More information can be found at https://www.stronghands.info/.",https://www.stronghands.info/,https://t.me/stronghands
1120,DraftCoin,DFT,"DraftCoin (DFT) is a cryptocurrency . DraftCoin has a current supply of 18,715,912.491817 with 8,715,912.491817 in circulation. The last known price of DraftCoin is 0.00497855 USD and is up 4.47 over the last 24 hours. It is currently trading on 2 active market(s) with $0.00 traded over the last 24 hours. More information can be found at http://btcdraft.com/.",http://btcdraft.com/,https://t.me/btcdraftcoins
1156,Yocoin,YOC,"Yocoin (YOC) is a cryptocurrency . Users are able to generate YOC through the process of mining. Yocoin has a current supply of 554,925,922.736552 with 369,659,254.537605 in circulation. The last known price of Yocoin is 0.00009432 USD and is up 3.06 over the last 24 hours. It is currently trading on 4 active market(s) with $661.65 traded over the last 24 hours. More information can be found at http://www.yocoin.org/.",http://www.yocoin.org/,https://t.me/yocointeam
1191,Memetic / PepeCoin,MEME,"Memetic / PepeCoin (MEME) is a cryptocurrency . Users are able to generate MEME through the process of mining. Memetic / PepeCoin has a current supply of 30,241,075.249551 with 29,873,822.799461 in circulation. The last known price of Memetic / PepeCoin is 0.02546725 USD and is up 1.19 over the last 24 hours. It is currently trading on 1 active market(s) with $101.87 traded over the last 24 hours. More information can be found at https://memetic.ai/.",https://memetic.ai/,https://t.me/pepecoins
1200,NevaCoin,NEVA,"NevaCoin (NEVA) is a cryptocurrency . Users are able to generate NEVA through the process of mining. NevaCoin has a current supply of 5,431,630. The last known price of NevaCoin is 0.01744979 USD and is up 3.06 over the last 24 hours. It is currently trading on 2 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://nevacoin.net/.",https://nevacoin.net/,https://t.me/neva_coin
1216,EDRCoin,EDRC,"EDRCoin (EDRC) is a cryptocurrency . EDRCoin has a current supply of 3,669,690.535038 with 2,931,223.884105 in circulation. The last known price of EDRCoin is 0.00943232 USD and is up 3.06 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://www.edrcoin.cash/.",https://www.edrcoin.cash/,https://t.me/edrcoingroup
1247,AquariusCoin,ARCO,"AquariusCoin (ARCO) is a cryptocurrency . AquariusCoin has a current supply of 3,704,989.56771655. The last known price of AquariusCoin is 0.0436705 USD and is up 4.02 over the last 24 hours. It is currently trading on 2 active market(s) with $0.00 traded over the last 24 hours. More information can be found at http://aquariuscoin.com/.",http://aquariuscoin.com/,https://t.me/AquariusCoin
1266,MarteXcoin,MXT,"MarteXcoin (MXT) is a cryptocurrency . Users are able to generate MXT through the process of mining. MarteXcoin has a current supply of 5,686,643.4083787. The last known price of MarteXcoin is 0.00377293 USD and is up 3.06 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at http://martexcoin.org/.",http://martexcoin.org/,https://t.me/martexcoin
