5,Peercoin,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,292,851.02246935. The last known price of Peercoin is 0.74521134 USD and is up 0.84 over the last 24 hours. It is currently trading on 10 active market(s) with $8,338.00 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin
12205,Real Trump Token V2,RTTV2,"Real Trump Token V2 (RTTV2) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Real Trump Token V2 has a current supply of 0. The last known price of Real Trump Token V2 is 0.00111188 USD and is up 8.12 over the last 24 hours. It is currently trading on 2 active market(s) with $690,486.17 traded over the last 24 hours. More information can be found at https://realtrumptoken.com.",https://realtrumptoken.com,https://t.me/realtrumptokenchat
12220,Osmosis,OSMO,"Osmosis (OSMO) is a cryptocurrency . Osmosis has a current supply of 325,000,000 with 0 in circulation. The last known price of Osmosis is 4.23494696 USD and is up 5.66 over the last 24 hours. It is currently trading on 8 active market(s) with $8,567,974.55 traded over the last 24 hours. More information can be found at https://osmosis.zone/.",https://osmosis.zone/,https://t.me/osmosis_chat
12225,TryHards,TRY,"TryHards (TRY) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. TryHards has a current supply of 200,000,000 with 0 in circulation. The last known price of TryHards is 0.25267617 USD and is down -14.23 over the last 24 hours. It is currently trading on 3 active market(s) with $1,134,954.78 traded over the last 24 hours. More information can be found at https://tryhards.io/.",https://tryhards.io/,https://t.me/Tryhards_io_official
12234,Torii Finance,TORII,"Torii Finance (TORII) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Torii Finance has a current supply of 0. The last known price of Torii Finance is 324.88661664 USD and is up 2.36 over the last 24 hours. It is currently trading on 2 active market(s) with $2,072,508.80 traded over the last 24 hours. More information can be found at https://torii.finance/.",https://torii.finance/,https://t.me/ToriiFinance
12245,GINCOIN (Global  Interest  Rate),GIN,"GINCOIN (Global  Interest  Rate) (GIN) is a cryptocurrency launched in 2021and operates on the Tron20 platform. GINCOIN (Global  Interest  Rate) has a current supply of 200,000,000 with 0 in circulation. The last known price of GINCOIN (Global  Interest  Rate) is 0.04463216 USD and is down -8.93 over the last 24 hours. It is currently trading on 1 active market(s) with $380,633.61 traded over the last 24 hours. More information can be found at https://gincoin.co.",https://gincoin.co,https://t.me/gincoingroup
12252,Bombcrypto,BCOIN,"Bombcrypto (BCOIN) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Bombcrypto has a current supply of 0. The last known price of Bombcrypto is 4.19478989 USD and is down -2.25 over the last 24 hours. It is currently trading on 4 active market(s) with $25,614,289.00 traded over the last 24 hours. More information can be found at https://bombcrypto.io/.",https://bombcrypto.io/,https://t.me/BombCryptoChannel
12269,WELD,WELD,"WELD (WELD) is a cryptocurrency launched in 2021and operates on the Ethereum platform. WELD has a current supply of 0. The last known price of WELD is 0.09852668 USD and is up 1.97 over the last 24 hours. It is currently trading on 3 active market(s) with $394,960.37 traded over the last 24 hours. More information can be found at https://weld.money/.",https://weld.money/,https://t.me/weld_chat
12270,Kodi,KODI,"Kodi (KODI) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. Kodi has a current supply of 95,713,983,648 with 0 in circulation. The last known price of Kodi is 0.00010958 USD and is down -1.81 over the last 24 hours. It is currently trading on 5 active market(s) with $1,288,995.00 traded over the last 24 hours. More information can be found at https://kodicoin.com.",https://kodicoin.com,https://t.me/kodicoinofficial
12273,SPACE SIP,SIP,"SPACE SIP (SIP) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SPACE SIP has a current supply of 1,000,000,000 with 0 in circulation. The last known price of SPACE SIP is 0.33638591 USD and is up 61.47 over the last 24 hours. It is currently trading on 5 active market(s) with $5,998,724.71 traded over the last 24 hours. More information can be found at https://sip.space/.",https://sip.space/,https://t.me/Spacesip
12279,PixelVerse,PIXEL,"PixelVerse (PIXEL) is a cryptocurrency launched in 2021and operates on the Ethereum platform. PixelVerse has a current supply of 1,000,000,000 with 0 in circulation. The last known price of PixelVerse is 0.03929788 USD and is up 3.90 over the last 24 hours. It is currently trading on 7 active market(s) with $452,240.01 traded over the last 24 hours. More information can be found at https://pixelverse.ai.",https://pixelverse.ai,https://t.me/pixelverseofficial
12297,Lido for Solana,STSOL,"Lido for Solana (STSOL) is a cryptocurrency launched in 2021and operates on the Solana platform. Lido for Solana has a current supply of 0. The last known price of Lido for Solana is 185.15980325 USD and is up 7.50 over the last 24 hours. It is currently trading on 2 active market(s) with $1,111,574.18 traded over the last 24 hours. More information can be found at https://www.lido.fi.",https://www.lido.fi,https://t.me/lidofinance
12303,Thinkium,TKM,"Thinkium (TKM) is a cryptocurrency launched in 2017. Thinkium has a current supply of 0. The last known price of Thinkium is 0.13092015 USD and is down -1.54 over the last 24 hours. It is currently trading on 1 active market(s) with $5,917,301.34 traded over the last 24 hours. More information can be found at https://www.thinkium.net.",https://www.thinkium.net,https://t.me/Thinkiumofficial
12314,WonderHero,WND,"WonderHero (WND) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. WonderHero has a current supply of 100,000,000 with 0 in circulation. The last known price of WonderHero is 3.70815558 USD and is up 12.34 over the last 24 hours. It is currently trading on 4 active market(s) with $1,160,892.25 traded over the last 24 hours. More information can be found at https://www.wonderhero.io/.",https://www.wonderhero.io/,https://t.me/wonderhero_io
12316,MVP Coin,MVP,"MVP Coin (MVP) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. MVP Coin has a current supply of 0. The last known price of MVP Coin is 0.02869712 USD and is down -8.36 over the last 24 hours. It is currently trading on 2 active market(s) with $1,768,279.26 traded over the last 24 hours. More information can be found at https://mvp-coin.com.",https://mvp-coin.com,https://t.me/mvpcoincmd
