5,Peercoin,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,292,851.02246935. The last known price of Peercoin is 0.74521134 USD and is up 0.84 over the last 24 hours. It is currently trading on 10 active market(s) with $8,338.00 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin
2945,ContentBox,BOX,"ContentBox (BOX) is a cryptocurrency and operates on the Ethereum platform. ContentBox has a current supply of 3,000,000,000 with 1,719,946,327.0751143 in circulation. The last known price of ContentBox is 0.0003772 USD and is up 6.38 over the last 24 hours. It is currently trading on 2 active market(s) with $7,578.03 traded over the last 24 hours. More information can be found at https://contentbox.one/.",https://contentbox.one/,https://t.me/BoxCommunity
2953,Blue Whale EXchange,BWX,"Blue Whale EXchange (BWX) is a cryptocurrency and operates on the Ethereum platform. Blue Whale EXchange has a current supply of 64,320,000 with 39,593,165.11224727 in circulation. The last known price of Blue Whale EXchange is 0.01541096 USD and is up 36.65 over the last 24 hours. It is currently trading on 2 active market(s) with $51,436.07 traded over the last 24 hours. More information can be found at https://www.bluewhale.foundation/.",https://www.bluewhale.foundation/,https://t.me/bluewhalefdn
2955,Cosmo Coin,COSM,"Cosmo Coin (COSM) is a cryptocurrency and operates on the Ethereum platform. Cosmo Coin has a current supply of 923,000,000 with 670,780,888.57439 in circulation. The last known price of Cosmo Coin is 0.00029021 USD and is up 0.02 over the last 24 hours. It is currently trading on 1 active market(s) with $0.78 traded over the last 24 hours. More information can be found at https://cosmochain.io/.",https://cosmochain.io/,https://t.me/cosmochain_english
2956,Narrative,NRVE,"Narrative (NRVE) is a cryptocurrency and operates on the Neo platform. Narrative has a current supply of 82,428,004. The last known price of Narrative is 0.00036578 USD and is up 3.91 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://www.narrative.org/.",https://www.narrative.org/,https://t.me/narrativenetwork
2960,Tourist Token,TOTO,"Tourist Token (TOTO) is a cryptocurrency and operates on the Ethereum platform. Tourist Token has a current supply of 6,599,974,662.57506 with 5,433,323,629.519762 in circulation. The last known price of Tourist Token is 0.00000482 USD and is up 6.35 over the last 24 hours. It is currently trading on 4 active market(s) with $38.97 traded over the last 24 hours. More information can be found at https://globaltourist.io/.",https://globaltourist.io/,https://t.me/globaltouristgroup
2965,VikkyToken,VIKKY,"VikkyToken (VIKKY) is a cryptocurrency and operates on the Ethereum platform. VikkyToken has a current supply of 12,000,000,000 with 3,727,082,537.87 in circulation. The last known price of VikkyToken is 0.00017443 USD and is up 3.35 over the last 24 hours. It is currently trading on 3 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://ico.vikky.io.",https://ico.vikky.io,https://t.me/vikkyglobal
2968,Bridge Protocol,BRDG,"Bridge Protocol (BRDG) is a cryptocurrency and operates on the Neo platform. Bridge Protocol has a current supply of 450,000,000 with 224,088,259.22 in circulation. The last known price of Bridge Protocol is 0.00075411 USD and is up 25.99 over the last 24 hours. It is currently trading on 3 active market(s) with $10.41 traded over the last 24 hours. More information can be found at https://www.bridgeprotocol.io.",https://www.bridgeprotocol.io,https://t.me/BRIDGEprotocol
2970,LocalCoinSwap,LCS,"LocalCoinSwap (LCS) is a cryptocurrency and operates on the Ethereum platform. LocalCoinSwap has a current supply of 69,853,553.04156014 with 50,640,776.27113053 in circulation. The last known price of LocalCoinSwap is 0.01244123 USD and is up 3.06 over the last 24 hours. It is currently trading on 1 active market(s) with $2,436.71 traded over the last 24 hours. More information can be found at https://www.localcoinswap.com.",https://www.localcoinswap.com,https://t.me/localcoinswap
2972,ZPER,ZPR,"ZPER (ZPR) is a cryptocurrency and operates on the Ethereum platform. ZPER has a current supply of 1,850,000,000 with 1,258,254,656.7491152 in circulation. The last known price of ZPER is 0.00022773 USD and is up 6.05 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at Https://zper.io.",Https://zper.io,https://t.me/zper_kr_official
