5,Peercoin,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,292,851.02246935. The last known price of Peercoin is 0.74521134 USD and is up 0.84 over the last 24 hours. It is currently trading on 10 active market(s) with $8,338.00 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin
6980,AladiEx,ALA,"AladiEx (ALA) is a cryptocurrency launched in 2020and operates on the Ethereum platform. AladiEx has a current supply of 4,750,000,000 with 0 in circulation. The last known price of AladiEx is 0.02401731 USD and is up 0.05 over the last 24 hours. It is currently trading on 1 active market(s) with $1.06 traded over the last 24 hours. More information can be found at https://www.aladiex.com.",https://www.aladiex.com,https://t.me/AladiEx
6982,OBIC,OBIC,"OBIC (OBIC) is a cryptocurrency launched in 2019and operates on the Ethereum platform. OBIC has a current supply of 20,000,000 with 0 in circulation. The last known price of OBIC is 0.02079826 USD and is up 3.06 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://orionblackic.com/.",https://orionblackic.com/,https://t.me/OBIC_Oficial
6983,DOOS TOKEN,DOOS,DOOS TOKEN (DOOS) is a cryptocurrency and operates on the Ethereum platform. DOOS TOKEN has a current supply of 0. The last known price of DOOS TOKEN is 0.00141428 USD and is up 3.12 over the last 24 hours. It is currently trading on 3 active market(s) with $30.89 traded over the last 24 hours. More information can be found at https://doostoken.com/.,https://doostoken.com/,https://t.me/DOOSTOKEN
6984,FINANCIAL INVESTMENT TOKEN,FIT,"FINANCIAL INVESTMENT TOKEN (FIT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. FINANCIAL INVESTMENT TOKEN has a current supply of 1,800,000,000 with 0 in circulation. The last known price of FINANCIAL INVESTMENT TOKEN is 0.00036328 USD and is up 8.54 over the last 24 hours. It is currently trading on 2 active market(s) with $37.44 traded over the last 24 hours. More information can be found at https://fitoken.org/.",https://fitoken.org/,https://t.me/financialinvestmenttoken
7061,YFarmLand Token,YFARMER,YFarmLand Token (YFARMER) is a cryptocurrency launched in 2020and operates on the Ethereum platform. YFarmLand Token has a current supply of 0. The last known price of YFarmLand Token is 0.63566479 USD and is up 2.52 over the last 24 hours. It is currently trading on 4 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://yfarmland.finance/.,https://yfarmland.finance/,https://t.me/yieldfarmland
7074,Oracolxor,XOR,Oracolxor (XOR) is a cryptocurrency . Oracolxor has a current supply of 0. The last known price of Oracolxor is 0.00050036 USD and is up 0.05 over the last 24 hours. It is currently trading on 3 active market(s) with $3.75 traded over the last 24 hours. More information can be found at http://oracol.org/.,http://oracol.org/,https://t.me/oracolxorgroup
7075,P2P,P2P,"P2P (P2P) is a cryptocurrency and operates on the Ethereum platform. P2P has a current supply of 250,000,000 with 0 in circulation. The last known price of P2P is 0.00141428 USD and is up 3.12 over the last 24 hours. It is currently trading on 1 active market(s) with $2.00 traded over the last 24 hours. More information can be found at http://p2pcash.net/.",http://p2pcash.net/,https://t.me/P2P_CASH
7109,Hatch DAO,HATCH,"Hatch DAO (HATCH) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Hatch DAO has a current supply of 520,000 with 0 in circulation. The last known price of Hatch DAO is 0.00300216 USD and is up 0.02 over the last 24 hours. It is currently trading on 1 active market(s) with $1.65 traded over the last 24 hours. More information can be found at https://hatchdao.finance/.",https://hatchdao.finance/,https://t.me/hatchdao
7112,Shill & Win,PoSH,"Shill & Win (PoSH) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Shill & Win has a current supply of 1,531,306,115.15944 with 0 in circulation. The last known price of Shill & Win is 0.00015456 USD and is up 5.44 over the last 24 hours. It is currently trading on 1 active market(s) with $0.00 traded over the last 24 hours. More information can be found at https://shill.win/.",https://shill.win/,https://t.me/shillwin
