5,Peercoin,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,292,851.02246935. The last known price of Peercoin is 0.74521134 USD and is up 0.84 over the last 24 hours. It is currently trading on 10 active market(s) with $8,338.00 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin
15488,WifeChangingMoney,WCM,"WifeChangingMoney (WCM) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. WifeChangingMoney has a current supply of 1,000,000,000 with 0 in circulation. The last known price of WifeChangingMoney is 0.0000662 USD and is up 2.58 over the last 24 hours. It is currently trading on 1 active market(s) with $436.86 traded over the last 24 hours. More information can be found at https://wifechanginmoney.com/.",https://wifechanginmoney.com/,https://t.me/wifechanginmoney
15512,Doxxed Santa,DXSANTA,"Doxxed Santa (DXSANTA) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Doxxed Santa has a current supply of 1,000,000,000 with 0 in circulation. The last known price of Doxxed Santa is 0.00015029 USD and is up 4.08 over the last 24 hours. It is currently trading on 1 active market(s) with $172.70 traded over the last 24 hours. More information can be found at https://doxxedsanta.com/.",https://doxxedsanta.com/,https://t.me/DoxxedSanta
15513,Defi Coin,DEFC,"Defi Coin (DEFC) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Defi Coin has a current supply of 100,000,000 with 0 in circulation. The last known price of Defi Coin is 0.3635725 USD and is down -4.05 over the last 24 hours. It is currently trading on 2 active market(s) with $1,056.51 traded over the last 24 hours. More information can be found at https://deficoins.io/.",https://deficoins.io/,https://t.me/DeFiSwapGroup
15520,Shinomics,SHIN,"Shinomics (SHIN) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Shinomics has a current supply of 1,000,000,000,000 with 0 in circulation. The last known price of Shinomics is 0.0000003 USD and is up 13.80 over the last 24 hours. It is currently trading on 1 active market(s) with $2,536.71 traded over the last 24 hours. More information can be found at https://www.shinomics.app.",https://www.shinomics.app,https://t.me/shinomicsofficial
15540,Smart Token,SMART,"Smart Token (SMART) is a cryptocurrency launched in 2021and operates on the Fantom platform. Smart Token has a current supply of 100,000 with 0 in circulation. The last known price of Smart Token is 4.26070533 USD and is up 11.11 over the last 24 hours. It is currently trading on 1 active market(s) with $2,415.98 traded over the last 24 hours. More information can be found at https://presale.money/.",https://presale.money/,https://t.me/presalemoney
15543,HAYFEVER,HAY,"HAYFEVER (HAY) is a cryptocurrency launched in 2021and operates on the Ethereum platform. HAYFEVER has a current supply of 1,000,000,000,000 with 0 in circulation. The last known price of HAYFEVER is 0.00000031 USD and is down -2.95 over the last 24 hours. It is currently trading on 1 active market(s) with $2,812.18 traded over the last 24 hours. More information can be found at https://hellohay.io/.",https://hellohay.io/,https://t.me/HayFeverOfficial
15551,Dogelana,DLANA,Dogelana (DLANA) is a cryptocurrency launched in 2021and operates on the Solana platform. Dogelana has a current supply of 0. The last known price of Dogelana is 0.00000123 USD and is up 104.34 over the last 24 hours. It is currently trading on 1 active market(s) with $321.25 traded over the last 24 hours. More information can be found at https://dogelana.io/.,https://dogelana.io/,https://t.me/dogelana
15558,Shiba Games,SHIBAGAMES,"Shiba Games (SHIBAGAMES) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Shiba Games has a current supply of 0. The last known price of Shiba Games is 0 USD and is up 4.32 over the last 24 hours. It is currently trading on 1 active market(s) with $1,204.93 traded over the last 24 hours. More information can be found at https://shibagames.net/.",https://shibagames.net/,https://t.me/shiba_games
15561,MetaPool,MPOOL,MetaPool (MPOOL) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. MetaPool has a current supply of 0. The last known price of MetaPool is 0.05899817 USD and is up 1.10 over the last 24 hours. It is currently trading on 1 active market(s) with $563.99 traded over the last 24 hours. More information can be found at https://metapool.in/.,https://metapool.in/,https://t.me/metapoolin
